"dim_browser" "dim_deviceCategory" "sessions" "transactions" "QTY" "dim_year" "dim_month"
"2090" "UC Browser" "mobile" 5 0 0 2012 10
"2091" "Maxthon" "desktop" 2 0 0 2012 10
"2092" "error" "desktop" 1 0 0 2012 10
"2093" "Firefox" "tablet" 1 0 0 2012 10
"2094" "Safari" "desktop" 4121 72 198 2012 10
"2095" "Chrome" "mobile" 1999 6 12 2012 10
"2096" "Internet Explorer" "desktop" 1451 17 0 2012 10
"2097" "Safari (in-app)" "tablet" 1289 13 28 2012 10
"2098" "Safari (in-app)" "mobile" 1166 3 5 2012 10
"2099" "Edge" "desktop" 972 34 69 2012 10
"2100" "Amazon Silk" "tablet" 128 0 0 2012 10
"2101" "Internet Explorer" "tablet" 53 0 0 2012 10
"2102" "Firefox" "mobile" 8 0 0 2012 10
"2103" "error" "desktop" 7 0 0 2012 10
"2104" "Opera Mini" "mobile" 6 0 0 2012 10
"2105" "Android Browser" "mobile" 5 0 0 2012 10
"2106" "Safari (in-app)" "desktop" 4 0 0 2012 10
"2107" "SeaMonkey" "desktop" 4 0 0 2012 10
"2108" "Android Browser" "tablet" 2 0 0 2012 10
"2109" "Mozilla" "desktop" 2 0 0 2012 10
"2110" "Maxthon" "desktop" 1 0 0 2012 10
"2111" "Puffin" "desktop" 1 0 0 2012 10
"2112" "Puffin" "mobile" 1 0 0 2012 10
"2113" "(not set)" "mobile" 0 0 0 2012 10
"2114" "Safari" "desktop" 4468 162 362 2012 10
"2115" "Safari" "tablet" 3990 96 270 2012 10
"2116" "Internet Explorer" "desktop" 829 50 0 2012 10
"2117" "Chrome" "mobile" 634 2 6 2012 10
"2118" "Chrome" "tablet" 551 7 19 2012 10
"2119" "Edge" "desktop" 489 13 17 2012 10
"2120" "Safari (in-app)" "mobile" 387 4 6 2012 10
"2121" "Internet Explorer" "tablet" 168 9 0 2012 10
"2122" "Internet Explorer" "mobile" 22 0 0 2012 10
"2123" "Opera" "desktop" 18 0 0 2012 10
"2124" "Android Webview" "tablet" 6 0 0 2012 10
"2125" "Coc Coc" "desktop" 3 0 0 2012 10
"2126" "error" "desktop" 3 0 0 2012 10
"2127" "Android Browser" "tablet" 2 0 0 2012 10
"2128" "BlackBerry" "mobile" 2 0 0 2012 10
"2129" "Python-urllib" "desktop" 2 0 0 2012 10
"2130" "UC Browser" "mobile" 2 0 0 2012 10
"2131" "(not set)" "mobile" 0 0 0 2012 10
"2132" "Safari" "mobile" 15155 156 321 2012 10
"2133" "Safari" "desktop" 2801 114 223 2012 10
"2134" "Safari (in-app)" "mobile" 2121 3 3 2012 10
"2135" "Chrome" "mobile" 1875 18 38 2012 10
"2136" "Safari (in-app)" "tablet" 96 0 0 2012 10
"2137" "Internet Explorer" "tablet" 70 2 0 2012 10
"2138" "Samsung Internet" "tablet" 48 0 0 2012 10
"2139" "BlackBerry" "mobile" 26 0 0 2012 10
"2140" "Opera" "desktop" 20 0 0 2012 10
"2141" "Amazon Silk" "mobile" 10 0 0 2012 10
"2142" "Android Webview" "tablet" 8 0 0 2012 10
"2143" "error" "desktop" 5 0 0 2012 10
"2144" "osee2unifiedRelease" "mobile" 3 0 0 2012 10
"2145" "(not set)" "tablet" 2 0 0 2012 10
"2146" "Chrome" "desktop" 12185 319 618 2012 10
"2147" "Safari" "tablet" 3427 120 238 2012 10
"2148" "Safari (in-app)" "tablet" 1281 17 27 2012 10
"2149" "Internet Explorer" "desktop" 1205 17 5 2012 10
"2150" "Firefox" "desktop" 789 16 23 2012 10
"2151" "Edge" "desktop" 569 17 35 2012 10
"2152" "Chrome" "tablet" 313 8 18 2012 10
"2153" "Internet Explorer" "mobile" 162 14 35 2012 10
"2154" "Internet Explorer" "tablet" 128 4 0 2012 10
"2155" "Amazon Silk" "tablet" 99 4 6 2012 10
"2156" "Android Browser" "mobile" 33 0 0 2012 10
"2157" "Edge" "mobile" 16 0 0 2012 10
"2158" "BlackBerry" "mobile" 10 0 0 2012 10
"2159" "error" "desktop" 7 0 0 2012 10
"2160" "Coc Coc" "desktop" 4 0 0 2012 10
"2161" "Opera" "desktop" 4 0 0 2012 10
"2162" "UC Browser" "mobile" 4 0 0 2012 10
"2163" "DDG-Android-3.1.1" "desktop" 0 0 0 2012 10
"2164" "YaBrowser" "desktop" 0 0 0 2012 10
"2165" "Chrome" "desktop" 11171 303 671 2012 10
"2166" "Safari" "mobile" 8886 108 127 2012 10
"2167" "Internet Explorer" "desktop" 2656 70 120 2012 10
"2168" "Firefox" "desktop" 1596 55 90 2012 10
"2169" "Chrome" "mobile" 877 7 15 2012 10
"2170" "Chrome" "tablet" 426 22 16 2012 10
"2171" "Internet Explorer" "tablet" 143 4 0 2012 10
"2172" "YaBrowser" "desktop" 6 0 0 2012 10
"2173" "error" "desktop" 5 0 0 2012 10
"2174" "Internet Explorer" "mobile" 3 0 0 2012 10
"2175" "Edge" "mobile" 2 0 0 2012 10
"2176" "Firefox" "tablet" 1 0 0 2012 10
"2177" "Opera" "tablet" 1 0 0 2012 10
"2178" "YaBrowser" "tablet" 1 0 0 2012 10
"2179" "BlackBerry" "mobile" 0 0 0 2012 10
"2180" "Edge" "tablet" 0 0 0 2012 10
"2181" "Opera Mini" "mobile" 0 0 0 2012 10
"2182" "Puffin" "desktop" 0 0 0 2012 10
"2183" "Chrome" "desktop" 6463 146 225 2012 10
"2184" "Safari" "desktop" 4736 295 601 2012 10
"2185" "Safari" "tablet" 3724 66 166 2012 10
"2186" "Firefox" "desktop" 1641 31 33 2012 10
"2187" "Safari (in-app)" "mobile" 478 0 0 2012 10
"2188" "Android Webview" "mobile" 401 0 0 2012 10
"2189" "Edge" "desktop" 320 3 14 2012 10
"2190" "Samsung Internet" "mobile" 161 4 1 2012 10
"2191" "Amazon Silk" "tablet" 112 3 5 2012 10
"2192" "Internet Explorer" "tablet" 69 1 1 2012 10
"2193" "Android Webview" "tablet" 18 2 1 2012 10
"2194" "Samsung Internet" "tablet" 17 0 0 2012 10
"2195" "Firefox" "mobile" 7 0 0 2012 10
"2196" "Edge" "tablet" 4 0 0 2012 10
"2197" "error" "desktop" 3 0 0 2012 10
"2198" "Maxthon" "desktop" 2 0 0 2012 10
"2199" "Firefox" "tablet" 1 0 0 2012 10
"2200" "Amazon Silk" "mobile" 0 0 0 2012 10
"2201" "Opera Mini" "mobile" 0 0 0 2012 10
"2202" "UC Browser" "mobile" 0 0 0 2012 10
"2203" "Safari" "mobile" 6146 60 119 2012 10
"2204" "Firefox" "desktop" 1619 80 265 2012 10
"2205" "Edge" "desktop" 1418 40 57 2012 10
"2206" "Internet Explorer" "desktop" 931 22 35 2012 10
"2207" "Safari (in-app)" "tablet" 333 0 0 2012 10
"2208" "Amazon Silk" "tablet" 316 3 5 2012 10
"2209" "Internet Explorer" "tablet" 164 12 0 2012 10
"2210" "error" "desktop" 7 0 0 2012 10
"2211" "YaBrowser" "desktop" 4 0 0 2012 10
"2212" "Firefox" "tablet" 3 0 0 2012 10
"2213" "SeaMonkey" "desktop" 3 0 0 2012 10
"2214" "UC Browser" "mobile" 3 0 0 2012 10
"2215" "Opera" "mobile" 1 0 0 2012 10
"2216" "Opera Mini" "tablet" 1 0 0 2012 10
"2217" "Mozilla" "desktop" 0 0 0 2012 10
"2218" "Safari" "mobile" 30315 159 319 2012 10
"2219" "Chrome" "desktop" 10946 662 1543 2012 10
"2220" "Safari" "tablet" 6229 67 136 2012 10
"2221" "Firefox" "desktop" 2381 82 131 2012 10
"2222" "Safari (in-app)" "mobile" 1603 7 11 2012 10
"2223" "Internet Explorer" "desktop" 1574 41 61 2012 10
"2224" "Chrome" "mobile" 1316 15 44 2012 10
"2225" "Chrome" "tablet" 683 18 25 2012 10
"2226" "Safari (in-app)" "tablet" 371 1 2 2012 10
"2227" "Amazon Silk" "tablet" 41 0 0 2012 10
"2228" "Firefox" "mobile" 22 0 0 2012 10
"2229" "error" "desktop" 10 0 0 2012 10
"2230" "Android Browser" "mobile" 5 0 0 2012 10
"2231" "BlackBerry" "mobile" 5 0 0 2012 10
"2232" "osee2unifiedRelease" "mobile" 2 0 0 2012 10
"2233" "Puffin" "desktop" 2 0 0 2012 10
"2234" "SeaMonkey" "desktop" 2 0 4 2012 10
"2235" "Opera" "tablet" 1 0 0 2012 10
"2236" "TimesTablet" "tablet" 1 0 0 2012 10
"2237" "Safari" "mobile" 20686 206 387 2012 10
"2238" "Chrome" "desktop" 6104 178 302 2012 10
"2239" "Chrome" "mobile" 2205 13 35 2012 10
"2240" "Firefox" "desktop" 1742 71 126 2012 10
"2241" "Safari (in-app)" "tablet" 1106 5 1 2012 10
"2242" "Edge" "desktop" 319 11 8 2012 10
"2243" "Internet Explorer" "mobile" 158 0 8 2012 10
"2244" "Android Webview" "tablet" 149 0 2 2012 10
"2245" "Amazon Silk" "tablet" 89 0 4 2012 10
"2246" "BlackBerry" "mobile" 19 0 0 2012 10
"2247" "Android Browser" "tablet" 10 0 0 2012 10
"2248" "Mozilla" "desktop" 9 0 0 2012 10
"2249" "Edge" "mobile" 5 0 0 2012 10
"2250" "Opera Mini" "mobile" 4 0 0 2012 10
"2251" "SeaMonkey" "desktop" 4 0 2 2012 10
"2252" "error" "desktop" 3 0 0 2012 10
"2253" "Opera" "tablet" 2 0 0 2012 10
"2254" "Safari" "tablet" 8266 145 350 2012 10
"2255" "Firefox" "desktop" 6864 89 152 2012 10
"2256" "Safari" "mobile" 5039 81 157 2012 10
"2257" "Safari (in-app)" "mobile" 2608 1 5 2012 10
"2258" "Internet Explorer" "desktop" 1132 23 1 2012 10
"2259" "Safari (in-app)" "tablet" 378 0 3 2012 10
"2260" "Amazon Silk" "tablet" 210 6 5 2012 10
"2261" "Android Webview" "mobile" 107 0 0 2012 10
"2262" "Samsung Internet" "tablet" 28 0 0 2012 10
"2263" "Firefox" "mobile" 13 0 0 2012 10
"2264" "Android Browser" "mobile" 3 0 0 2012 10
"2265" "Internet Explorer" "mobile" 3 0 0 2012 10
"2266" "Mozilla" "desktop" 3 0 0 2012 10
"2267" "error" "desktop" 2 0 0 2012 10
"2268" "Internet Explorer" "tablet" 2 0 0 2012 10
"2269" "Android Browser" "tablet" 1 0 0 2012 10
"2270" "Opera Mini" "mobile" 1 0 0 2012 10
"2271" "Firefox" "tablet" 0 0 0 2012 10
"2272" "YaBrowser" "mobile" 0 0 0 2012 10
"2273" "Safari" "tablet" 6047 112 186 2012 10
"2274" "Chrome" "desktop" 5605 132 271 2012 10
"2275" "Firefox" "desktop" 2940 126 181 2012 10
"2276" "Chrome" "mobile" 1400 14 17 2012 10
"2277" "Edge" "desktop" 1397 60 82 2012 10
"2278" "Internet Explorer" "desktop" 1200 18 31 2012 10
"2279" "Chrome" "tablet" 315 3 22 2012 10
"2280" "Android Webview" "mobile" 206 0 0 2012 10
"2281" "Samsung Internet" "mobile" 182 6 2 2012 10
"2282" "Amazon Silk" "tablet" 85 0 0 2012 10
"2283" "Internet Explorer" "tablet" 71 3 0 2012 10
"2284" "Firefox" "mobile" 30 0 0 2012 10
"2285" "Samsung Internet" "tablet" 19 0 0 2012 10
"2286" "Edge" "mobile" 10 0 0 2012 10
"2287" "error" "desktop" 6 0 0 2012 10
"2288" "Puffin" "desktop" 2 0 0 2012 10
"2289" "Android Browser" "mobile" 1 0 0 2012 10
"2290" "UC Browser" "mobile" 1 0 0 2012 10
"2291" "Safari" "mobile" 12755 189 301 2012 10
"2292" "Chrome" "desktop" 7054 206 454 2012 10
"2293" "Safari" "desktop" 4573 207 629 2012 10
"2294" "Internet Explorer" "desktop" 1787 102 0 2012 10
"2295" "Firefox" "desktop" 1243 55 92 2012 10
"2296" "Edge" "desktop" 1005 11 8 2012 10
"2297" "Safari (in-app)" "mobile" 507 2 0 2012 10
"2298" "Chrome" "tablet" 487 3 2 2012 10
"2299" "Internet Explorer" "tablet" 159 6 6 2012 10
"2300" "Amazon Silk" "tablet" 74 0 0 2012 10
"2301" "Samsung Internet" "tablet" 52 0 0 2012 10
"2302" "Firefox" "mobile" 45 0 0 2012 10
"2303" "Android Webview" "tablet" 33 0 0 2012 10
"2304" "Opera" "desktop" 12 0 0 2012 10
"2305" "error" "desktop" 6 0 0 2012 10
"2306" "BlackBerry" "mobile" 5 0 0 2012 10
"2307" "Edge" "mobile" 4 0 0 2012 10
"2308" "Internet Explorer" "mobile" 4 0 0 2012 10
"2309" "Opera" "tablet" 2 0 0 2012 10
"2310" "Mozilla" "desktop" 1 0 0 2012 10
"2311" "osee2unifiedRelease" "mobile" 1 0 0 2012 10
"2312" "Android Browser" "mobile" 0 0 0 2012 10
"2313" "YaBrowser" "desktop" 0 0 0 2012 10
"2314" "Chrome" "desktop" 5263 110 217 2012 10
"2315" "Internet Explorer" "desktop" 3415 115 73 2012 10
"2316" "Edge" "desktop" 1248 32 59 2012 10
"2317" "Safari (in-app)" "tablet" 464 0 0 2012 10
"2318" "Firefox" "mobile" 31 0 0 2012 10
"2319" "Samsung Internet" "tablet" 19 0 0 2012 10
"2320" "Amazon Silk" "mobile" 15 0 0 2012 10
"2321" "Android Webview" "tablet" 8 0 0 2012 10
"2322" "error" "desktop" 8 0 0 2012 10
"2323" "Internet Explorer" "mobile" 8 0 0 2012 10
"2324" "Edge" "mobile" 4 0 0 2012 10
"2325" "Mozilla Compatible Agent" "desktop" 3 0 0 2012 10
"2326" "Android Browser" "mobile" 2 0 0 2012 10
"2327" "Opera" "desktop" 2 0 0 2012 10
"2328" "SeaMonkey" "desktop" 1 0 0 2012 10
"2329" "Mozilla" "desktop" 0 0 0 2012 10
"2330" "Opera" "mobile" 0 0 0 2012 10
"2331" "Safari (in-app)" "desktop" 0 0 0 2012 10
"2332" "UC Browser" "mobile" 0 0 0 2012 10
"2333" "Safari" "desktop" 5478 129 208 2012 11
"2334" "Internet Explorer" "desktop" 661 22 0 2012 11
"2335" "Safari (in-app)" "mobile" 510 0 0 2012 11
"2336" "Chrome" "tablet" 223 4 10 2012 11
"2337" "Amazon Silk" "tablet" 142 0 2 2012 11
"2338" "Samsung Internet" "mobile" 127 2 3 2012 11
"2339" "Firefox" "mobile" 52 0 0 2012 11
"2340" "Android Webview" "tablet" 19 0 0 2012 11
"2341" "BlackBerry" "mobile" 9 0 0 2012 11
"2342" "Android Browser" "tablet" 6 0 0 2012 11
"2343" "error" "desktop" 4 0 0 2012 11
"2344" "Mozilla Compatible Agent" "desktop" 4 0 0 2012 11
"2345" "Opera Mini" "mobile" 1 0 0 2012 11
"2346" "Puffin" "mobile" 1 0 0 2012 11
"2347" "Amazon Silk" "mobile" 0 0 0 2012 11
"2348" "Edge" "mobile" 0 0 0 2012 11
"2349" "Iron" "mobile" 0 0 0 2012 11
"2350" "Safari" "mobile" 16637 281 525 2012 11
"2351" "Chrome" "desktop" 11539 250 493 2012 11
"2352" "Safari" "desktop" 8157 374 782 2012 11
"2353" "Safari" "tablet" 5301 109 168 2012 11
"2354" "Safari (in-app)" "mobile" 1918 5 23 2012 11
"2355" "Edge" "desktop" 1372 38 59 2012 11
"2356" "Internet Explorer" "desktop" 1302 37 98 2012 11
"2357" "Chrome" "tablet" 627 8 30 2012 11
"2358" "Samsung Internet" "mobile" 377 9 9 2012 11
"2359" "Android Webview" "mobile" 267 2 2 2012 11
"2360" "Amazon Silk" "tablet" 107 0 0 2012 11
"2361" "Samsung Internet" "tablet" 12 0 0 2012 11
"2362" "Opera" "desktop" 10 0 0 2012 11
"2363" "Internet Explorer" "tablet" 8 0 0 2012 11
"2364" "UC Browser" "tablet" 5 0 0 2012 11
"2365" "BlackBerry" "mobile" 3 0 0 2012 11
"2366" "error" "desktop" 2 0 0 2012 11
"2367" "SeaMonkey" "desktop" 2 0 0 2012 11
"2368" "Edge" "mobile" 1 0 0 2012 11
"2369" "Mozilla" "desktop" 1 0 0 2012 11
"2370" "Safari" "tablet" 9233 202 391 2012 11
"2371" "Chrome" "desktop" 8768 197 408 2012 11
"2372" "Chrome" "mobile" 2866 23 35 2012 11
"2373" "Internet Explorer" "desktop" 2832 112 170 2012 11
"2374" "Safari" "desktop" 2421 100 160 2012 11
"2375" "Edge" "desktop" 753 4 7 2012 11
"2376" "Firefox" "desktop" 737 24 36 2012 11
"2377" "Samsung Internet" "mobile" 532 1 4 2012 11
"2378" "Safari (in-app)" "mobile" 224 3 6 2012 11
"2379" "Internet Explorer" "mobile" 142 4 16 2012 11
"2380" "Opera" "desktop" 34 3 0 2012 11
"2381" "Samsung Internet" "tablet" 23 0 0 2012 11
"2382" "Android Browser" "mobile" 9 0 0 2012 11
"2383" "Firefox" "tablet" 6 0 0 2012 11
"2384" "Opera" "mobile" 2 0 0 2012 11
"2385" "Amazon Silk" "desktop" 1 0 0 2012 11
"2386" "Amazon Silk" "mobile" 1 0 0 2012 11
"2387" "Edge" "mobile" 1 0 0 2012 11
"2388" "error" "desktop" 1 0 0 2012 11
"2389" "Opera" "tablet" 0 0 0 2012 11
"2390" "YaBrowser" "desktop" 0 0 0 2012 11
"2391" "Safari" "tablet" 17248 372 622 2012 11
"2392" "Chrome" "desktop" 13598 522 1042 2012 11
"2393" "Internet Explorer" "desktop" 2977 81 2 2012 11
"2394" "Safari (in-app)" "tablet" 1655 19 27 2012 11
"2395" "Firefox" "desktop" 1142 31 42 2012 11
"2396" "Edge" "desktop" 758 6 6 2012 11
"2397" "Chrome" "mobile" 540 1 6 2012 11
"2398" "Chrome" "tablet" 264 17 26 2012 11
"2399" "Internet Explorer" "mobile" 154 7 33 2012 11
"2400" "Opera" "desktop" 19 0 1 2012 11
"2401" "Samsung Internet" "tablet" 16 0 0 2012 11
"2402" "Firefox" "mobile" 14 0 0 2012 11
"2403" "SeaMonkey" "desktop" 9 0 0 2012 11
"2404" "Android Webview" "tablet" 7 0 0 2012 11
"2405" "BlackBerry" "mobile" 6 0 0 2012 11
"2406" "error" "desktop" 4 0 0 2012 11
"2407" "Android Browser" "mobile" 0 0 0 2012 11
"2408" "Maxthon" "desktop" 0 0 0 2012 11
"2409" "UC Browser" "mobile" 0 0 0 2012 11
"2410" "Chrome" "desktop" 3727 70 105 2012 11
"2411" "Safari" "desktop" 2384 154 243 2012 11
"2412" "Safari (in-app)" "mobile" 1593 18 26 2012 11
"2413" "Edge" "desktop" 1295 18 34 2012 11
"2414" "Mozilla Compatible Agent" "desktop" 146 0 0 2012 11
"2415" "Android Webview" "mobile" 122 0 0 2012 11
"2416" "Internet Explorer" "tablet" 86 0 0 2012 11
"2417" "BlackBerry" "mobile" 25 1 3 2012 11
"2418" "Firefox" "mobile" 20 0 0 2012 11
"2419" "Amazon Silk" "mobile" 13 0 0 2012 11
"2420" "error" "desktop" 9 0 0 2012 11
"2421" "Opera" "desktop" 9 0 0 2012 11
"2422" "Android Browser" "tablet" 6 0 0 2012 11
"2423" "Internet Explorer" "mobile" 6 0 0 2012 11
"2424" "Maxthon" "desktop" 3 0 0 2012 11
"2425" "Mozilla" "desktop" 3 0 0 2012 11
"2426" "Edge" "mobile" 1 0 0 2012 11
"2427" "Puffin" "desktop" 1 0 0 2012 11
"2428" "Opera Mini" "mobile" 0 0 0 2012 11
"2429" "UC Browser" "mobile" 0 0 0 2012 11
"2430" "YaBrowser" "tablet" 0 0 0 2012 11
"2431" "Chrome" "desktop" 7873 147 216 2012 11
"2432" "Safari" "desktop" 4909 237 434 2012 11
"2433" "Chrome" "mobile" 3050 18 23 2012 11
"2434" "Safari" "tablet" 2478 68 138 2012 11
"2435" "Safari (in-app)" "tablet" 1087 8 22 2012 11
"2436" "Firefox" "desktop" 892 23 32 2012 11
"2437" "Edge" "desktop" 513 35 36 2012 11
"2438" "Chrome" "tablet" 398 0 8 2012 11
"2439" "Android Webview" "tablet" 15 0 0 2012 11
"2440" "Opera" "desktop" 13 0 0 2012 11
"2441" "Android Browser" "tablet" 5 0 0 2012 11
"2442" "error" "desktop" 5 0 0 2012 11
"2443" "Internet Explorer" "mobile" 3 0 0 2012 11
"2444" "Android Browser" "mobile" 2 0 0 2012 11
"2445" "NokiaE52-1" "mobile" 2 0 0 2012 11
"2446" "Maxthon" "desktop" 1 0 0 2012 11
"2447" "Opera" "mobile" 1 0 0 2012 11
"2448" "Opera Mini" "mobile" 1 0 0 2012 11
"2449" "Puffin" "mobile" 0 0 0 2012 11
"2450" "Safari" "desktop" 2963 189 333 2012 11
"2451" "Internet Explorer" "desktop" 1438 17 0 2012 11
"2452" "Edge" "desktop" 496 6 24 2012 11
"2453" "Chrome" "tablet" 285 2 2 2012 11
"2454" "Safari (in-app)" "tablet" 135 0 0 2012 11
"2455" "Internet Explorer" "tablet" 87 0 0 2012 11
"2456" "Samsung Internet" "tablet" 40 0 0 2012 11
"2457" "Edge" "mobile" 21 0 0 2012 11
"2458" "Android Webview" "tablet" 19 0 0 2012 11
"2459" "Opera" "desktop" 17 4 2 2012 11
"2460" "error" "desktop" 7 0 0 2012 11
"2461" "Firefox" "mobile" 7 0 0 2012 11
"2462" "(not set)" "mobile" 4 0 0 2012 11
"2463" "Amazon Silk" "mobile" 2 0 0 2012 11
"2464" "Android Browser" "mobile" 1 0 0 2012 11
"2465" "Firefox" "tablet" 1 0 0 2012 11
"2466" "Mozilla" "desktop" 1 0 0 2012 11
"2467" "Opera Mini" "mobile" 1 0 0 2012 11
"2468" "Puffin" "desktop" 1 0 0 2012 11
"2469" "Maxthon" "desktop" 0 0 0 2012 11
"2470" "Internet Explorer" "desktop" 7014 39 81 2012 11
"2471" "Safari" "tablet" 6810 212 432 2012 11
"2472" "Safari" "mobile" 5732 132 251 2012 11
"2473" "Safari" "desktop" 4372 165 331 2012 11
"2474" "Chrome" "mobile" 1071 9 5 2012 11
"2475" "Android Webview" "mobile" 919 2 12 2012 11
"2476" "Safari (in-app)" "tablet" 858 5 11 2012 11
"2477" "Chrome" "tablet" 705 23 15 2012 11
"2478" "Safari (in-app)" "mobile" 522 0 0 2012 11
"2479" "Internet Explorer" "mobile" 155 3 2 2012 11
"2480" "Amazon Silk" "tablet" 122 0 0 2012 11
"2481" "Opera" "desktop" 47 2 2 2012 11
"2482" "Internet Explorer" "tablet" 45 0 0 2012 11
"2483" "Samsung Internet" "tablet" 37 1 4 2012 11
"2484" "Android Browser" "tablet" 12 0 0 2012 11
"2485" "error" "desktop" 8 0 0 2012 11
"2486" "Android Browser" "mobile" 2 0 0 2012 11
"2487" "Mozilla Compatible Agent" "desktop" 2 0 0 2012 11
"2488" "Opera" "tablet" 1 0 0 2012 11
"2489" "osee2unifiedRelease" "mobile" 1 0 0 2012 11
"2490" "Chrome" "desktop" 12279 399 727 2012 11
"2491" "Safari" "mobile" 8870 66 99 2012 11
"2492" "Safari" "tablet" 7167 177 366 2012 11
"2493" "Safari" "desktop" 2658 118 261 2012 11
"2494" "Safari (in-app)" "mobile" 1912 15 41 2012 11
"2495" "Chrome" "mobile" 1417 3 15 2012 11
"2496" "Internet Explorer" "desktop" 764 27 57 2012 11
"2497" "Chrome" "tablet" 400 7 9 2012 11
"2498" "Amazon Silk" "tablet" 252 3 13 2012 11
"2499" "Safari (in-app)" "tablet" 248 0 2 2012 11
"2500" "Android Webview" "mobile" 135 0 0 2012 11
"2501" "BlackBerry" "mobile" 41 1 1 2012 11
"2502" "Samsung Internet" "tablet" 36 0 0 2012 11
"2503" "Firefox" "mobile" 17 0 0 2012 11
"2504" "Opera" "desktop" 14 2 6 2012 11
"2505" "Edge" "mobile" 7 0 0 2012 11
"2506" "Android Browser" "mobile" 6 0 0 2012 11
"2507" "error" "desktop" 4 0 0 2012 11
"2508" "SeaMonkey" "desktop" 4 0 0 2012 11
"2509" "Coc Coc" "desktop" 1 0 0 2012 11
"2510" "Puffin" "desktop" 0 0 0 2012 11
"2511" "Chrome" "desktop" 12971 430 843 2012 11
"2512" "Safari" "tablet" 3741 80 177 2012 11
"2513" "Edge" "desktop" 1244 23 75 2012 11
"2514" "Firefox" "desktop" 1194 57 107 2012 11
"2515" "Chrome" "mobile" 867 14 10 2012 11
"2516" "Safari (in-app)" "tablet" 718 2 5 2012 11
"2517" "Internet Explorer" "mobile" 322 6 10 2012 11
"2518" "Safari (in-app)" "mobile" 273 0 0 2012 11
"2519" "Android Webview" "mobile" 165 1 0 2012 11
"2520" "Samsung Internet" "tablet" 9 0 0 2012 11
"2521" "Firefox" "mobile" 8 0 0 2012 11
"2522" "Edge" "mobile" 4 0 0 2012 11
"2523" "Opera" "desktop" 4 0 0 2012 11
"2524" "error" "desktop" 2 0 0 2012 11
"2525" "Opera" "mobile" 1 0 0 2012 11
"2526" "Opera Mini" "mobile" 1 0 0 2012 11
"2527" "Android Webview" "tablet" 0 0 0 2012 11
"2528" "BrowserNG" "mobile" 0 0 0 2012 11
"2529" "Firefox" "tablet" 0 0 0 2012 11
"2530" "Safari" "tablet" 9477 226 681 2012 11
"2531" "Safari (in-app)" "mobile" 3019 19 36 2012 11
"2532" "Safari" "desktop" 1612 61 138 2012 11
"2533" "Firefox" "desktop" 940 49 79 2012 11
"2534" "Chrome" "tablet" 678 6 14 2012 11
"2535" "Edge" "desktop" 462 7 10 2012 11
"2536" "Android Webview" "mobile" 306 1 6 2012 11
"2537" "Amazon Silk" "tablet" 76 0 0 2012 11
"2538" "Internet Explorer" "tablet" 62 2 3 2012 11
"2539" "Opera" "desktop" 27 0 0 2012 11
"2540" "Samsung Internet" "tablet" 24 1 0 2012 11
"2541" "Android Webview" "tablet" 15 0 0 2012 11
"2542" "Amazon Silk" "mobile" 9 1 4 2012 11
"2543" "Opera" "mobile" 4 0 0 2012 11
"2544" "error" "desktop" 3 0 0 2012 11
"2545" "Iron" "desktop" 3 0 0 2012 11
"2546" "Puffin" "desktop" 2 0 2 2012 11
"2547" "SeaMonkey" "desktop" 2 0 0 2012 11
"2548" "Android Browser" "mobile" 1 0 0 2012 11
"2549" "Internet Explorer" "mobile" 1 0 0 2012 11
"2550" "Edge" "tablet" 0 0 0 2012 11
"2551" "Safari" "mobile" 14346 285 435 2012 11
"2552" "Chrome" "desktop" 11427 191 392 2012 11
"2553" "Safari" "desktop" 5309 248 421 2012 11
"2554" "Internet Explorer" "desktop" 3004 73 30 2012 11
"2555" "Safari" "tablet" 2765 47 99 2012 11
"2556" "Safari (in-app)" "mobile" 2236 14 26 2012 11
"2557" "Firefox" "desktop" 1425 35 89 2012 11
"2558" "Samsung Internet" "mobile" 612 13 10 2012 11
"2559" "Android Webview" "mobile" 366 5 1 2012 11
"2560" "Chrome" "tablet" 183 2 2 2012 11
"2561" "Internet Explorer" "tablet" 96 3 0 2012 11
"2562" "Samsung Internet" "tablet" 23 0 0 2012 11
"2563" "Android Webview" "tablet" 8 0 0 2012 11
"2564" "Opera" "desktop" 8 0 0 2012 11
"2565" "error" "desktop" 6 0 0 2012 11
"2566" "Android Browser" "mobile" 4 0 0 2012 11
"2567" "Opera Mini" "mobile" 3 0 0 2012 11
"2568" "Iron" "mobile" 2 0 0 2012 11
"2569" "Coc Coc" "desktop" 1 0 0 2012 11
"2570" "Puffin" "desktop" 1 0 0 2012 11
"2571" "BlackBerry" "mobile" 0 0 0 2012 11
"2572" "Internet Explorer" "desktop" 3233 65 32 2012 11
"2573" "Edge" "desktop" 1283 34 74 2012 11
"2574" "Chrome" "tablet" 542 5 16 2012 11
"2575" "Android Webview" "mobile" 493 4 4 2012 11
"2576" "Safari (in-app)" "tablet" 333 0 9 2012 11
"2577" "Android Browser" "mobile" 45 0 0 2012 11
"2578" "BlackBerry" "mobile" 21 0 0 2012 11
"2579" "SeaMonkey" "desktop" 18 0 0 2012 11
"2580" "Opera" "desktop" 14 0 0 2012 11
"2581" "error" "desktop" 10 0 0 2012 11
"2582" "Mozilla" "desktop" 7 0 0 2012 11
"2583" "Internet Explorer" "mobile" 6 0 0 2012 11
